Station_Name,Station Id,State Code,Network Code,Network Name,Elevation,Latitude,Longitude
Independence_Camp,539,CA,SNTL,SNOTEL,7003,39.4528,-120.29268
Independence_Creek,540,CA,SNTL,SNOTEL,6456,39.49017,-120.28128
Independence_Lake,541,CA,SNTL,SNOTEL,8352,39.42752,-120.31342
Independence_Mine,1091,AK,SNTL,SNOTEL,3550,61.79117,-149.27967
Independence_Pass,542,CO,SNTL,SNOTEL,10600,39.07539,-106.61169
Indian_Canyon,543,UT,SNTL,SNOTEL,9175,39.8915,-110.74605
Indian_Creek,544,WY,SNTL,SNOTEL,9425,42.30023,-110.67753
Indian_Pass,946,AK,SNTL,SNOTEL,2350,61.06767,-149.4795
Indian_Rock,1129,WA,SNTL,SNOTEL,5360,45.99077,-120.80767
Irish_Taylor,545,OR,SNTL,SNOTEL,5540,43.80368,-121.94793
Island_Park,546,ID,SNTL,SNOTEL,6290,44.4203,-111.38512
Ivanhoe,547,CO,SNTL,SNOTEL,10400,39.29202,-106.54923
Jack_Creek_Upper,548,NV,SNTL,SNOTEL,7250,41.54675,-116.00517
Jacks_Peak,549,NV,SNTL,SNOTEL,8420,41.53042,-116.01313
Jackson_Peak,550,ID,SNTL,SNOTEL,7070,44.05092,-115.44322
Jackwhacker_Gulch,935,CO,SNTL,SNOTEL,10960,39.56667,-105.8
Jakes_Creek_________,1211,NV,SNTL,SNOTEL,7000,41.5687,-115.0324
Joe_Wright,551,CO,SNTL,SNOTEL,10120,40.53215,-105.887
Johnson's_Camp,1036,AK,SNTL,SNOTEL,25,64.5646,-164.29257
Jones_Corral,1099,UT,SNTL,SNOTEL,9749,38.07125,-112.16788
Jones_Pass,970,CO,SNTL,SNOTEL,10400,39.7645,-105.90623
Jump_Off_Joe,552,OR,SNTL,SNOTEL,3520,44.38605,-122.16683
June_Lake,553,WA,SNTL,SNOTEL,3440,46.14778,-122.15413
Kachemak_Creek,1063,AK,SNTL,SNOTEL,1660,59.72893,-150.66113
Kalamazoo,1150,NV,SNTL,SNOTEL,7744,39.5579,-114.62762
Kantishna,1072,AK,SNTL,SNOTEL,1550,63.54167,-150.994
Kelley_R.S.,554,WY,SNTL,SNOTEL,8180,42.2689,-110.8056
Kelly_Station,1175,AK,SNTL,SNOTEL,310,67.93333,-162.28333
Kenai_Moose_Pens,966,AK,SNTL,SNOTEL,300,60.727,-150.47517
Kendall_R.S.,555,WY,SNTL,SNOTEL,7740,43.2493,-110.01662
Kilfoil_Creek,1145,UT,SNTL,SNOTEL,7220,41.24764,-111.41249
Kiln,556,CO,SNTL,SNOTEL,9600,39.31724,-106.61453
Kimberly_Mine,557,UT,SNTL,SNOTEL,9129,38.48383,-112.39282
King_Mountain,558,OR,SNTL,SNOTEL,4340,42.72395,-123.20037
King's_Cabin,559,UT,SNTL,SNOTEL,8724,40.71633,-109.54403
Kirwin,560,WY,SNTL,SNOTEL,9550,43.86067,-109.32163
Klondike_Narrows,1115,UT,SNTL,SNOTEL,7250,41.96769,-111.59713
Kolob,561,UT,SNTL,SNOTEL,9206,37.52617,-113.05402
Kraft_Creek,562,MT,SNTL,SNOTEL,4750,47.42749,-113.77515
Lake_Creek_R.S.,563,OR,SNTL,SNOTEL,5240,44.21007,-118.63752
Lake_Eldora,564,CO,SNTL,SNOTEL,9700,39.93678,-105.58956
Lake_Irene,565,CO,SNTL,SNOTEL,10700,40.41432,-105.8198
Lakefork_1,566,UT,SNTL,SNOTEL,10415,40.59817,-110.43288
Lakefork_3,1116,UT,SNTL,SNOTEL,8464,40.5502,-110.3529
Lakefork_Basin,567,UT,SNTL,SNOTEL,10966,40.73783,-110.62087
Lakeview_Ridge,568,MT,SNTL,SNOTEL,7400,44.58907,-111.82498
Lamance_Creek,569,NV,SNTL,SNOTEL,6000,41.51542,-117.63197
Lamoille_3,570,NV,SNTL,SNOTEL,7700,40.64517,-115.376
Laprele_Creek,571,WY,SNTL,SNOTEL,8375,42.43583,-105.86083
Larsen_Creek,1134,WY,SNTL,SNOTEL,9000,42.5801,-109.0883
Lasal_Mountain,572,UT,SNTL,SNOTEL,9560,38.48217,-109.27192
Lasal_Mountain-Lower,1215,UT,SNTL,SNOTEL,8825,38.48323,-109.2896
Laurel_Draw,573,NV,SNTL,SNOTEL,6697,41.77637,-116.02957
Leavitt_Lake,574,CA,SNTL,SNOTEL,9617,38.27603,-119.61182
Leavitt_Meadows,575,CA,SNTL,SNOTEL,7198,38.30377,-119.55017
Lee_Canyon,1112,NV,SNTL,SNOTEL,8626,36.30537,-115.67508
Lemhi_Ridge,576,MT,SNTL,SNOTEL,8100,44.9938,-113.44399
Lewis_Lake_Divide,577,WY,SNTL,SNOTEL,7850,44.20862,-110.66628
Lewis_Peak,1006,NV,SNTL,SNOTEL,7400,40.35757,-116.86492
Lick_Creek,578,MT,SNTL,SNOTEL,6860,45.5041,-110.96625
Lightning_Ridge,1056,UT,SNTL,SNOTEL,8215,41.35883,-111.48747
Lily_Lake,579,UT,SNTL,SNOTEL,9156,40.86483,-110.79805
Lily_Pond,580,CO,SNTL,SNOTEL,11000,37.37929,-106.54835
Little_Bear,582,UT,SNTL,SNOTEL,6544,41.4055,-111.82612
Little_Chena_Ridge,947,AK,SNTL,SNOTEL,2000,65.12422,-146.7339
Little_Goose,1131,WY,SNTL,SNOTEL,8870,44.54315,-107.17865
Little_Grassy,583,UT,SNTL,SNOTEL,6100,37.48633,-113.84578
Little_Meadows,584,OR,SNTL,SNOTEL,4020,44.61297,-122.22565
Little_Snake_River,1047,WY,SNTL,SNOTEL,8915,41.07053,-106.94283
Little_Valley,1242,NV,SNTL,SNOTEL,6510,39.25305,-119.87717
Little_Warm,585,WY,SNTL,SNOTEL,9370,43.50278,-109.752
Lizard_Head_Pass,586,CO,SNTL,SNOTEL,10200,37.79926,-107.92426
Lobdell_Lake,587,CA,SNTL,SNOTEL,9233,38.43745,-119.36572
Lolo_Pass,588,ID,SNTL,SNOTEL,5240,46.63448,-114.58072
Lone_Cone,589,CO,SNTL,SNOTEL,9600,37.89183,-108.19544
Lone_Mountain,590,MT,SNTL,SNOTEL,8880,45.27412,-111.42692
Lone_Pine,591,WA,SNTL,SNOTEL,3930,46.27143,-121.96288
Lonesome_Beaver,1261,UT,SNTL,SNOTEL,9700,38.07987,-110.77257
Long_Draw_Resv,1123,CO,SNTL,SNOTEL,9980,40.5123,-105.7656
Long_Flat,592,UT,SNTL,SNOTEL,8000,37.51283,-113.39682
Long_Lake,1001,AK,SNTL,SNOTEL,850,58.186,-133.83217
Long_Valley,1016,ID,SNTL,SNOTEL,4890,44.78835,-116.08878
Long_Valley_Jct,593,UT,SNTL,SNOTEL,7464,37.4875,-112.51453
Lookout,594,ID,SNTL,SNOTEL,5140,47.45792,-115.70577
Lookout_Mountain,595,NM,SNTL,SNOTEL,8500,33.36027,-107.83122
Lookout_Peak,596,UT,SNTL,SNOTEL,8200,40.83733,-111.70915
Loomis_Park,597,WY,SNTL,SNOTEL,8240,43.17387,-110.14007
Lost_Creek_Resv,1118,UT,SNTL,SNOTEL,6082,41.22155,-111.35947
Lost_Dog,940,CO,SNTL,SNOTEL,9320,40.81588,-106.74835
Lost_Horse,599,WA,SNTL,SNOTEL,5120,46.3575,-121.08095
Lost_Lake,600,ID,SNTL,SNOTEL,6110,47.07187,-115.95808
Lost-Wood_Divide,601,ID,SNTL,SNOTEL,7900,43.82432,-114.26402
Louis_Meadow,972,UT,SNTL,SNOTEL,6700,40.83033,-111.76457
Loveland_Basin,602,CO,SNTL,SNOTEL,11400,39.67433,-105.90133
Lower_Twin,603,MT,SNTL,SNOTEL,7900,45.50871,-111.92288
Lubrecht_Flume,604,MT,SNTL,SNOTEL,4680,46.88293,-113.32228
Lucky_Strike,605,OR,SNTL,SNOTEL,4970,45.27478,-118.8479
Lyman_Lake,606,WA,SNTL,SNOTEL,5980,48.19798,-120.91678
Lynn_Lake,1069,WA,SNTL,SNOTEL,3900,47.20172,-121.77972
Lynx_Pass,607,CO,SNTL,SNOTEL,8880,40.07806,-106.67028
Madison_Butte,608,OR,SNTL,SNOTEL,5150,45.10513,-119.49585
Madison_Plateau,609,MT,SNTL,SNOTEL,7750,44.58623,-111.11627
Magic_Mountain,610,ID,SNTL,SNOTEL,6880,42.18072,-114.28662
Mammoth-Cottonwood,612,UT,SNTL,SNOTEL,8727,39.68333,-111.31818
Mancos,905,CO,SNTL,SNOTEL,10000,37.43087,-108.16954
Many_Glacier,613,MT,SNTL,SNOTEL,4900,48.79698,-113.6705
Marion_Forks,614,OR,SNTL,SNOTEL,2590,44.59397,-121.97365
Marlette_Lake,615,NV,SNTL,SNOTEL,7880,39.16395,-119.89672
Marquette,616,WY,SNTL,SNOTEL,8760,44.3016,-109.24019
Marten_Ridge,999,WA,SNTL,SNOTEL,3520,48.76292,-121.69823
Maverick_Fork,617,AZ,SNTL,SNOTEL,9200,33.92121,-109.45881
May_Creek,1096,AK,SNTL,SNOTEL,1610,61.34783,-142.70967
Mc_Clure_Pass,618,CO,SNTL,SNOTEL,9500,39.12897,-107.28806
Mccoy_Park,1040,CO,SNTL,SNOTEL,9480,39.60468,-106.54128
Mckenzie,619,OR,SNTL,SNOTEL,4770,44.2103,-121.87292
Mcknight_Cabin,1048,NM,SNTL,SNOTEL,9240,33.00812,-107.86975
Mcneil_Canyon,1003,AK,SNTL,SNOTEL,1320,59.74433,-151.25133
Mcneil_River_SGS,1191,AK,SNTL,SNOTEL,140,59.08332,-154.27543
Meadow_Lake,620,ID,SNTL,SNOTEL,9150,44.43655,-113.31815
Meadows_Pass,897,WA,SNTL,SNOTEL,3230,47.28312,-121.47197
Med_Bow,1196,WY,SNTL,SNOTEL,10500,41.37833,-106.34681
Medano_Pass,914,CO,SNTL,SNOTEL,9649,37.85164,-105.43614
Merchant_Valley,621,UT,SNTL,SNOTEL,8703,38.30283,-112.43637
Merritt_Mountain____,1207,NV,SNTL,SNOTEL,7000,41.8928,-115.8582
Mesa_Lakes,622,CO,SNTL,SNOTEL,10000,39.05831,-108.05835
MF_Nooksack,1011,WA,SNTL,SNOTEL,4970,48.82453,-121.92951
Mica_Creek,623,ID,SNTL,SNOTEL,4510,47.15083,-116.26694
Michigan_Creek,937,CO,SNTL,SNOTEL,10600,39.43577,-105.91078
Midas_______________,1206,NV,SNTL,SNOTEL,7000,41.2687,-116.8033
Middle_Creek,624,CO,SNTL,SNOTEL,11250,37.61978,-107.03482
Middle_Fork_Bradley,1064,AK,SNTL,SNOTEL,2300,59.77683,-150.75733
Middle_Fork_Camp,1014,CO,SNTL,SNOTEL,8940,39.7956,-106.0273
Middle_Powder,625,WY,SNTL,SNOTEL,7760,43.62728,-107.18138
Midway_Valley,626,UT,SNTL,SNOTEL,9800,37.56917,-112.83783
Milk_Shakes,1079,OR,SNTL,SNOTEL,5580,45.9821,-117.94883
Mill_Creek_Summit,627,ID,SNTL,SNOTEL,8800,44.47212,-114.48992
Mill-D_North,628,UT,SNTL,SNOTEL,8967,40.65883,-111.63693
Miller_Woods,1084,OR,SNTL,SNOTEL,420,45.24755,-123.27563
Mineral_Creek,629,CO,SNTL,SNOTEL,10040,37.84747,-107.72657
Mining_Fork,631,UT,SNTL,SNOTEL,8221,40.49383,-112.61145
Molas_Lake,632,CO,SNTL,SNOTEL,10500,37.74932,-107.68866
Monahan_Flat,1094,AK,SNTL,SNOTEL,2710,63.30533,-147.64633
Monitor_Pass,633,CA,SNTL,SNOTEL,8310,38.66828,-119.60867
Monte_Cristo,634,UT,SNTL,SNOTEL,8960,41.46583,-111.49667
Monument_Creek,949,AK,SNTL,SNOTEL,1850,65.07833,-145.87067
Monument_Peak,635,MT,SNTL,SNOTEL,8850,45.21759,-110.237
Moon_Pass,1124,CO,SNTL,SNOTEL,11140,37.96661,-106.55837
Moonshine,636,ID,SNTL,SNOTEL,7440,44.4147,-113.39812
Moore_Creek_Bridge,1176,AK,SNTL,SNOTEL,2250,59.58783,-135.2105
Moose_Creek,638,ID,SNTL,SNOTEL,6200,45.67008,-113.95315
Moraine,1035,AK,SNTL,SNOTEL,2100,61.37727,-148.99917
Mores_Creek_Summit,637,ID,SNTL,SNOTEL,6100,43.932,-115.66588
Morgan_Creek,639,ID,SNTL,SNOTEL,7600,44.84263,-114.26897
Mormon_Mountain,640,AZ,SNTL,SNOTEL,7500,34.94109,-111.51849
Mormon_Mtn_Summit,1125,AZ,SNTL,SNOTEL,8500,34.96964,-111.50922
Morse_Lake,642,WA,SNTL,SNOTEL,5410,46.90585,-121.4827
Mosby_Mtn.,643,UT,SNTL,SNOTEL,9510,40.60783,-109.8881
Moscow_Mountain,989,ID,SNTL,SNOTEL,4700,46.805,-116.8535
Moses_Mtn,644,WA,SNTL,SNOTEL,5010,48.36163,-119.08159
Mosquito_Ridge,645,ID,SNTL,SNOTEL,5200,48.05737,-116.23052
Moss_Peak,646,MT,SNTL,SNOTEL,6780,47.68493,-113.9623
Moss_Springs,647,OR,SNTL,SNOTEL,5760,45.27173,-117.68747
Mount_Crag,648,WA,SNTL,SNOTEL,3960,47.7637,-123.026
Mount_Gardner,898,WA,SNTL,SNOTEL,2920,47.35768,-121.56812
Mount_Lockhart,649,MT,SNTL,SNOTEL,6400,47.91727,-112.8238
Mountain_Meadows,650,ID,SNTL,SNOTEL,6360,45.69694,-115.22972
Mowich,941,WA,SNTL,SNOTEL,3160,46.92833,-121.95232
Mt_Baldy,1224,UT,SNTL,SNOTEL,9494,39.13667,-111.5054
Mt_Hood_Test_Site,651,OR,SNTL,SNOTEL,5370,45.32097,-121.7158
Mt_Rose_Ski_Area,652,NV,SNTL,SNOTEL,8801,39.31573,-119.89473
Mt._Alyeska,1103,AK,SNTL,SNOTEL,1540,60.95983,-149.08617
Mt._Eyak,1073,AK,SNTL,SNOTEL,1405,60.55,-145.745
Mt._Howard,653,OR,SNTL,SNOTEL,7910,45.26522,-117.17373
Mt._Ryan,948,AK,SNTL,SNOTEL,2800,65.25113,-146.15133
Muckamuck___________,1259,WA,SNTL,SNOTEL,4470,48.58526,-119.86624
Mud_Flat,654,ID,SNTL,SNOTEL,5730,42.6004,-116.55925
Mud_Ridge,655,OR,SNTL,SNOTEL,4070,45.25362,-121.73673
Mule_Creek,656,MT,SNTL,SNOTEL,8300,45.40957,-112.95927
Munson_Ridge,950,AK,SNTL,SNOTEL,3100,64.85033,-146.20945
Myrtle_Creek,1053,ID,SNTL,SNOTEL,3520,48.72263,-116.46312
N_Fk_Elk_Creek,657,MT,SNTL,SNOTEL,6250,46.8716,-113.27725
Nast_Lake,658,CO,SNTL,SNOTEL,8700,39.29722,-106.60694
Navajo_Whiskey_Ck,1138,NM,SNTL,SNOTEL,9050,36.17728,-108.94691
Nevada_Ridge,903,MT,SNTL,SNOTEL,7020,46.84234,-112.50787
Never_Summer,1031,CO,SNTL,SNOTEL,10280,40.40405,-105.95583
New_Crescent_Lake,660,OR,SNTL,SNOTEL,4910,43.51185,-121.97982
New_Fork_Lake,661,WY,SNTL,SNOTEL,8340,43.11265,-109.94947
Nez_Perce_Camp,662,MT,SNTL,SNOTEL,5650,45.73107,-114.48075
Niwot,663,CO,SNTL,SNOTEL,9910,40.03523,-105.54426
Noisy_Basin,664,MT,SNTL,SNOTEL,6040,48.15678,-113.94637
North_Costilla,665,NM,SNTL,SNOTEL,10600,36.99378,-105.25963
North_Fork,666,OR,SNTL,SNOTEL,3060,45.5505,-122.00283
North_Fork_Jocko,667,MT,SNTL,SNOTEL,6330,47.2726,-113.75617
North_French_Creek,668,WY,SNTL,SNOTEL,10130,41.3308,-106.37555
North_Lost_Trail,669,CO,SNTL,SNOTEL,9200,39.07813,-107.14389
North_Rapid_Creek,920,SD,SNTL,SNOTEL,6130,44.20617,-103.78758
Northeast_Entrance,670,MT,SNTL,SNOTEL,7350,45.00565,-110.01406
Nuka_Glacier,1037,AK,SNTL,SNOTEL,1250,59.69867,-150.70967
Nutrioso,1127,AZ,SNTL,SNOTEL,8500,33.89747,-109.15517
Oak_Creek,1146,UT,SNTL,SNOTEL,7850,39.3485,-112.32639
Ochoco_Meadows,671,OR,SNTL,SNOTEL,5430,44.42917,-120.3311
Olallie_Meadows,672,WA,SNTL,SNOTEL,4030,47.37406,-121.44213
Old_Battle,673,WY,SNTL,SNOTEL,10000,41.15397,-106.96937
Onion_Park,1008,MT,SNTL,SNOTEL,7410,46.91348,-110.8536
Overland_Res.,675,CO,SNTL,SNOTEL,9840,39.09056,-107.63472
Owl_Creek,676,WY,SNTL,SNOTEL,8975,43.65868,-109.00988
Oxford_Spring,677,ID,SNTL,SNOTEL,6740,42.26015,-112.12515
Palo,1170,NM,SNTL,SNOTEL,9350,36.40848,-105.33063
Panguitch_Lake_RS___,1148,UT,SNTL,SNOTEL,8350,37.70463,-112.65037
Paradise,679,WA,SNTL,SNOTEL,5130,46.78265,-121.74765
Pargon_Creek,986,AK,SNTL,SNOTEL,100,64.9935,-163.10317
Park_Cone,680,CO,SNTL,SNOTEL,9600,38.81996,-106.58974
Park_Creek_Ridge,681,WA,SNTL,SNOTEL,4600,48.44488,-120.91551
Park_Reservoir,682,CO,SNTL,SNOTEL,9960,39.04644,-107.87414
Parker_Peak,683,WY,SNTL,SNOTEL,9400,44.73396,-109.91484
Parley's_Summit,684,UT,SNTL,SNOTEL,7500,40.762,-111.6285
Parrish_Creek,971,UT,SNTL,SNOTEL,7740,40.93417,-111.81372
Payson_R.S.,686,UT,SNTL,SNOTEL,8066,39.92967,-111.63107
Peavine_Ridge,687,OR,SNTL,SNOTEL,3420,45.04148,-121.93252
Pepper_Creek,1104,WA,SNTL,SNOTEL,2140,46.10242,-121.95555
Peterson_Meadows,930,MT,SNTL,SNOTEL,7200,46.12588,-113.30792
Phantom_Valley,688,CO,SNTL,SNOTEL,9030,40.39937,-105.84757
Phillips_Bench,689,WY,SNTL,SNOTEL,8200,43.51948,-110.91103
Pickfoot_Creek,690,MT,SNTL,SNOTEL,6650,46.57978,-111.26832
Pickle_Keg,691,UT,SNTL,SNOTEL,9600,39.01217,-111.58255
Pierce_R.S.,1142,ID,SNTL,SNOTEL,3080,46.495,-115.79612
Pigtail_Peak,692,WA,SNTL,SNOTEL,5800,46.62153,-121.38643
Pike_Creek,693,MT,SNTL,SNOTEL,5930,48.30305,-113.32868
Pine_Creek,694,UT,SNTL,SNOTEL,8790,38.88183,-112.24927
Pine_Creek_Pass,695,ID,SNTL,SNOTEL,6720,43.56998,-111.21157
Pinto_Rock__________,1263,WA,SNTL,SNOTEL,4440,46.32318,-121.94219
Placer_Basin,696,MT,SNTL,SNOTEL,8830,45.41905,-110.08844
Pocket_Creek,1133,WY,SNTL,SNOTEL,9360,42.7121,-109.4112
Point_Mackenzie,1002,AK,SNTL,SNOTEL,250,61.3898,-150.02667
Poison_Flat,697,CA,SNTL,SNOTEL,7736,38.50553,-119.62612
Pole_Canyon,1244,NV,SNTL,SNOTEL,7700,40.86235,-115.12092
Pole_Creek_R.S.,698,NV,SNTL,SNOTEL,8330,41.87306,-115.24694
Poorman_Creek,932,MT,SNTL,SNOTEL,5100,48.12672,-115.62333
Pope_Ridge,699,WA,SNTL,SNOTEL,3590,47.9909,-120.56622
Porcupine,700,MT,SNTL,SNOTEL,6500,46.11192,-110.4696
Porphyry_Creek,701,CO,SNTL,SNOTEL,10760,38.48884,-106.33965
Port_Graham,987,AK,SNTL,SNOTEL,300,59.35065,-151.84768
Potato_Hill,702,WA,SNTL,SNOTEL,4510,46.34963,-121.51435
Powder_River_Pass,703,WY,SNTL,SNOTEL,9480,44.16188,-107.12622
Prairie,704,ID,SNTL,SNOTEL,4800,43.50513,-115.573
Promontory,705,AZ,SNTL,SNOTEL,7930,34.36824,-111.01084
Prudhoe_Bay,1177,AK,SNTL,SNOTEL,30,70.26666,-148.56666
Quartz_Mountain,706,OR,SNTL,SNOTEL,5720,42.31923,-120.82533
Quartz_Peak,707,WA,SNTL,SNOTEL,4700,47.87927,-117.08938
Quemazon,708,NM,SNTL,SNOTEL,9500,35.92244,-106.39203
Rabbit_Ears,709,CO,SNTL,SNOTEL,9400,40.36783,-106.74038
Ragged_Mountain,1081,ID,SNTL,SNOTEL,4210,47.85583,-117.03667
Railroad_Overpass,710,OR,SNTL,SNOTEL,2680,43.65887,-122.21272
Rainbow_Canyon,1110,NV,SNTL,SNOTEL,7920,36.2493,-115.62972
Rainy_Pass,711,WA,SNTL,SNOTEL,4890,48.51865,-120.7358
Rawah,1032,CO,SNTL,SNOTEL,9020,40.7075,-106.0076
Red_Hill,712,OR,SNTL,SNOTEL,4410,45.4643,-121.70428
Red_Mountain_Pass,713,CO,SNTL,SNOTEL,11200,37.8918,-107.71342
Red_Pine_Ridge,714,UT,SNTL,SNOTEL,9009,39.45183,-111.27218
Red_River_Pass_2,715,NM,SNTL,SNOTEL,9850,36.69925,-105.34125
Redden_Mine_Lwr,1225,UT,SNTL,SNOTEL,8500,40.6745,-111.218
Rees_Flat,1217,UT,SNTL,SNOTEL,7211,39.49672,-111.7252
Reno_Hill,716,WY,SNTL,SNOTEL,8400,42.57111,-106.08889
Rex_River,911,WA,SNTL,SNOTEL,3810,47.30218,-121.60475
Reynolds_Creek,2029,ID,SNTL,SNOTEL,5600,43.28868,-116.84923
Rhoads_Creek,1178,AK,SNTL,SNOTEL,1225,63.931,-145.33333
Rice_Park,933,NM,SNTL,SNOTEL,8460,35.23333,-108.26667
Rio_Santa_Barbara,1254,NM,SNTL,SNOTEL,10664,36.07192,-105.62947
Ripple_Creek,717,CO,SNTL,SNOTEL,10340,40.10812,-107.29411
Roach,718,CO,SNTL,SNOTEL,9700,40.87502,-106.04603
Roaring_River,719,OR,SNTL,SNOTEL,4950,43.90098,-122.03063
Rock_Creek,720,UT,SNTL,SNOTEL,7889,40.54867,-110.69295
Rock_Springs,721,OR,SNTL,SNOTEL,5290,44.00883,-118.83842
Rocker_Peak,722,MT,SNTL,SNOTEL,8000,46.35613,-112.26176
Rocky_Basin-Settleme,723,UT,SNTL,SNOTEL,8900,40.4425,-112.24065
Rocky_Boy,917,MT,SNTL,SNOTEL,4700,48.17478,-109.64728
Rocky_Point,973,AK,SNTL,SNOTEL,250,64.53482,-163.4214
Rough_And_Tumble,939,CO,SNTL,SNOTEL,10360,39.03333,-106.08333
Rubicon_2,724,CA,SNTL,SNOTEL,7689,38.9992,-120.13032
S_Fork_Shields,725,MT,SNTL,SNOTEL,8100,46.0896,-110.43363
Sacajawea,929,MT,SNTL,SNOTEL,6550,45.87395,-110.92783
Saddle_Mountain,726,OR,SNTL,SNOTEL,3110,45.54477,-123.37315
Saddle_Mtn.,727,MT,SNTL,SNOTEL,7940,45.69259,-113.96828
Sage_Creek_Basin,1015,WY,SNTL,SNOTEL,7850,41.401,-107.25717
Sagwon,1183,AK,SNTL,SNOTEL,1000,69.42417,-148.6925
Saint_Elmo,1100,CO,SNTL,SNOTEL,10540,38.69978,-106.36801
Salmon_Meadows,728,WA,SNTL,SNOTEL,4460,48.65518,-119.8383
Salt_Creek_Falls,729,OR,SNTL,SNOTEL,4220,43.61193,-122.11758
Salt_River_Summit,730,WY,SNTL,SNOTEL,7760,42.5075,-110.9099
San_Antonio_Sink,1172,NM,SNTL,SNOTEL,9100,36.8622,-106.22502
Sand_Lake,731,WY,SNTL,SNOTEL,10050,41.46257,-106.28107
Sandstone_RS,732,WY,SNTL,SNOTEL,8150,41.11172,-107.1706
Santa_Fe____________,922,NM,SNTL,SNOTEL,11445,35.76694,-105.78333
Santiam_Jct.,733,OR,SNTL,SNOTEL,3740,44.43503,-121.94502
Sargents_Mesa,1128,CO,SNTL,SNOTEL,11530,38.28555,-106.37069
Sasse_Ridge,734,WA,SNTL,SNOTEL,4340,47.38485,-121.06323
Satus_Pass,1231,WA,SNTL,SNOTEL,3960,45.98797,-120.67734
Savage_Pass,735,ID,SNTL,SNOTEL,6170,46.46633,-114.63333
Sawmill_Ridge,1068,WA,SNTL,SNOTEL,4640,47.15992,-121.42172
Sawtooth____________,1251,CO,SNTL,SNOTEL,9620,40.13697,-105.58625
Schneider_Meadows,736,OR,SNTL,SNOTEL,5400,45.00107,-117.16522
Schofield_Pass,737,CO,SNTL,SNOTEL,10700,39.01522,-107.04877
Schwartz_Lake,915,ID,SNTL,SNOTEL,8540,44.84618,-113.83732
Schweitzer_Basin,738,ID,SNTL,SNOTEL,6090,48.37428,-116.63917
Scotch_Creek,739,CO,SNTL,SNOTEL,9100,37.64556,-108.00786
Secesh_Summit,740,ID,SNTL,SNOTEL,6520,45.1885,-115.97305
Sedgwick_Peak,741,ID,SNTL,SNOTEL,7850,42.52497,-111.95635
Seeley_Creek,742,UT,SNTL,SNOTEL,9910,39.31033,-111.43297
Seine_Creek,743,OR,SNTL,SNOTEL,2060,45.52688,-123.29857
Senorita_Divide_2,744,NM,SNTL,SNOTEL,8600,36.00198,-106.83348
Sentinel_Butte,1043,WA,SNTL,SNOTEL,4680,48.86133,-118.39843
Sevenmile_Marsh,745,OR,SNTL,SNOTEL,5700,42.69825,-122.14165
Seventysix_Creek,746,NV,SNTL,SNOTEL,7100,41.73732,-115.47215
Shanghi_Summit,747,ID,SNTL,SNOTEL,4570,46.56611,-115.74194
Sharkstooth,1060,CO,SNTL,SNOTEL,10720,37.50357,-108.11373
Sheep_Canyon,748,WA,SNTL,SNOTEL,3990,46.19325,-122.25393
Sheep_Mtn.,749,ID,SNTL,SNOTEL,6570,43.20933,-111.68777
Shell_Creek,751,WY,SNTL,SNOTEL,9580,44.50012,-107.42947
Sherwin,752,ID,SNTL,SNOTEL,3200,46.95028,-116.33972
Short_Creek,753,MT,SNTL,SNOTEL,7000,44.97572,-111.95215
Shower_Falls,754,MT,SNTL,SNOTEL,8100,45.40125,-110.95758
Shuree,1169,NM,SNTL,SNOTEL,10100,36.78778,-105.23999
Sierra_Blanca,1034,NM,SNTL,SNOTEL,10280,33.40472,-105.78722
Signal_Peak,755,NM,SNTL,SNOTEL,8360,32.92401,-108.14538
Silver_Creek,756,OR,SNTL,SNOTEL,5740,42.95615,-121.18123
Silver_Creek_Divide,757,NM,SNTL,SNOTEL,9000,33.37106,-108.70618
Silver_Creek_Nv_____,1205,NV,SNTL,SNOTEL,8000,39.2334,-114.2427
Silvies_____________,759,OR,SNTL,SNOTEL,6990,42.75333,-118.68785
Skalkaho_Summit,760,MT,SNTL,SNOTEL,7250,46.24212,-113.7725
Skate_Creek_________,1257,WA,SNTL,SNOTEL,3770,46.64336,-121.83044
Skookum_Creek,912,WA,SNTL,SNOTEL,3310,47.68433,-121.61007
Sleeping_Woman,783,MT,SNTL,SNOTEL,6150,47.17902,-114.33368
Slug_Creek_Divide,761,ID,SNTL,SNOTEL,7225,42.56248,-111.29797
Slumgullion,762,CO,SNTL,SNOTEL,11440,37.9908,-107.20327
Smiley_Mountain,926,ID,SNTL,SNOTEL,9520,43.72718,-113.83402
Smith_&_Morehouse,763,UT,SNTL,SNOTEL,7600,40.79,-111.1177
Smith_Ridge,1167,OR,SNTL,SNOTEL,3270,44.30325,-122.04053
Snake_River_Station,764,WY,SNTL,SNOTEL,6920,44.13361,-110.66917
Snider_Basin,765,WY,SNTL,SNOTEL,8060,42.4949,-110.53203
Snow_Mountain,767,OR,SNTL,SNOTEL,6230,43.94885,-119.54013
Snowbird,766,UT,SNTL,SNOTEL,9640,40.564,-111.655
Snowslide_Canyon,927,AZ,SNTL,SNOTEL,9730,35.3416,-111.65058
Snowstorm_Mtn_______,1208,NV,SNTL,SNOTEL,7420,41.3398,-116.9806
Soldier_Park,1132,WY,SNTL,SNOTEL,8720,44.34847,-107.0136
Soldier_R.S.,769,ID,SNTL,SNOTEL,5740,43.48407,-114.82692
Somsen_Ranch,770,ID,SNTL,SNOTEL,6800,42.95275,-111.35933
